step,Episode_Metrics/onefoot/best_dwell,Episode_Metrics/onefoot/capture_error,Episode_Metrics/onefoot/clearance,Episode_Metrics/onefoot/com_offset,Episode_Metrics/onefoot/com_speed,Episode_Metrics/onefoot/cross_track,Episode_Metrics/onefoot/diagnostic_valid,Episode_Metrics/onefoot/distance,Episode_Metrics/onefoot/dwell,Episode_Metrics/onefoot/head_speed,Episode_Metrics/onefoot/heading_error,Episode_Metrics/onefoot/injected_speed,Episode_Metrics/onefoot/lateral,Episode_Metrics/onefoot/left_contact,Episode_Metrics/onefoot/left_force,Episode_Metrics/onefoot/left_load,Episode_Metrics/onefoot/phase,Episode_Metrics/onefoot/right_contact,Episode_Metrics/onefoot/right_force,Episode_Metrics/onefoot/single_support,Episode_Metrics/onefoot/speed,Episode_Metrics/onefoot/success,Episode_Metrics/onefoot/success_050,Episode_Metrics/onefoot/success_100,Episode_Metrics/onefoot/success_200,Episode_Metrics/onefoot/support_cop_y_offset,Episode_Metrics/onefoot/support_yaw,Episode_Metrics/onefoot/upright,Episode_Metrics/onefoot/waist_axis_alignment,Episode_Metrics/onefoot/waist_axis_error,Episode_Metrics/onefoot/waist_capture_error,Episode_Metrics/onefoot/waist_foreaft_capture,Episode_Metrics/onefoot/waist_foreaft_error,Episode_Metrics/onefoot/waist_front_load,Episode_Metrics/onefoot/waist_pelvis_offset,Episode_Metrics/onefoot/waist_pitch_deg,Episode_Metrics/onefoot/waist_roll_deg,Episode_Metrics/onefoot/waist_roll_error_deg,Episode_Metrics/onefoot/waist_roll_match,Episode_Metrics/onefoot/waist_roll_speed,Episode_Metrics/onefoot/waist_target_roll_deg,Episode_Reward/action_over_limit,Episode_Reward/curriculum_accelerate,Episode_Reward/curriculum_alignment,Episode_Reward/curriculum_continuous,Episode_Reward/curriculum_hold,Episode_Reward/curriculum_steering,Episode_Reward/curriculum_transfer,Episode_Reward/dynamic_action_rate,Episode_Reward/failure,Episode_Reward/foreaft_balance,Episode_Reward/joint_torques_l2,Episode_Reward/self_collisions,Episode_Reward/waist_support,Episode_Termination/body_ground,Episode_Termination/fell_over,Episode_Termination/nan_state,Episode_Termination/out_of_terrain_bounds,Episode_Termination/replanted_swing,Episode_Termination/stalled_transfer,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
177,0,0.0602154,-0.000702274,0.0590877,0.229336,0.0372519,0,0.557678,0,1.25739,0.168039,0,0.0706288,0.399288,3.62147,0.487566,0.0575896,0.848029,3.51037,0,0.220463,0,0,0,0,0.00144621,0.324983,0.958711,0.0587902,0.0610291,0.0616796,0.00731855,0.00481904,0.423302,0.0618862,10.9601,-3.11463,3.36371,0.896587,0.54172,-0.98641,-0.0784044,0.547411,-0.00654299,0,5.64712e-07,0.00417493,0.0138517,-0.000501324,-0.333333,-0.0258979,-0.000250541,-0.00595833,0.000833418,14.2083,17.6667,0,0,0,0,0,-13.8183,0.000113906,0.00284274,0.0443629,1.58284,0.129802,57399,0.0902693,127.41,0.737896
178,0,0.0602046,-0.00063819,0.0590117,0.231143,0.0404226,0,0.560879,0,1.25571,0.174959,0,0.0724526,0.390517,3.6128,0.485462,0.0564473,0.846967,3.5157,0,0.222373,0,0,0,0,0.00146563,0.325924,0.958275,0.0582483,0.0609957,0.0617317,0.00773726,0.00523821,0.424573,0.0618508,11.0669,-3.09246,3.3749,0.898467,0.551254,-0.952298,-0.0850113,0.535175,-0.00612171,0,0,0.00366672,0.0131885,-0.000537144,-0.333333,-0.0239503,-0.00025276,-0.0064912,0.000880952,16.75,20.6667,0,0,0,0,0,-13.8028,1e-05,0.00466097,0.0460069,1.57649,0.124649,57787,0.0903115,126.74,0.670054
179,0,0.0603678,-0.000656401,0.0591639,0.23068,0.0380984,0,0.560212,0,1.26528,0.171362,0,0.0711083,0.394461,3.61307,0.4858,0.0566956,0.845964,3.50608,0,0.221917,0,0,0,0,0.001464,0.321678,0.95875,0.0586741,0.0610858,0.0618104,0.00740522,0.00485765,0.418656,0.0619465,10.9036,-3.06527,3.34408,0.898131,0.545268,-0.982836,-0.0843804,0.540704,-0.00561919,0,0,0.0039311,0.013098,-0.000520663,-0.333333,-0.0239218,-0.000253671,-0.00586729,0.000795481,17.6667,22.8333,0,0,0,0,0,-13.7999,1e-05,0.00046189,0.0453006,1.46351,0.118999,62119,0.0903294,126.43,0.577513
180,0,0.0600895,-0.000668988,0.05903,0.229473,0.0375815,0,0.558143,0,1.26154,0.166637,0,0.0712658,0.396488,3.61349,0.48639,0.0579172,0.845501,3.50854,0,0.220471,0,0,0,0,0.00139636,0.319511,0.958608,0.0589447,0.0609249,0.0615071,0.00702519,0.0045036,0.422831,0.0618071,10.9097,-3.20676,3.40171,0.895416,0.548076,-0.994125,-0.0779137,0.544545,-0.00577288,0,8.16448e-08,0.00379673,0.0136658,-0.000503746,-0.333333,-0.0250901,-0.000253975,-0.00551083,0.000851105,16.9583,21.5833,0,0,0,0,0,-13.7932,7.59375e-05,0.00215672,0.0413621,1.45038,0.122175,62512,0.0904116,127.43,0.586849
181,0,0.0600467,-0.000662302,0.0589248,0.228791,0.0384302,0,0.556489,0,1.26236,0.171297,0,0.0715773,0.392646,3.61078,0.486682,0.0577427,0.847525,3.51245,0,0.219918,0,0,0,0,0.00134494,0.32509,0.958748,0.0602264,0.060791,0.0614664,0.00744152,0.00494882,0.422386,0.0617145,10.8023,-3.19007,3.42422,0.894764,0.545007,-0.979654,-0.0818899,0.539806,-0.00621478,0,0,0.00382115,0.0140333,-0.000525705,-0.333333,-0.0235999,-0.000252349,-0.00622245,0.000930853,16.0833,20.0417,0,0,0,0,0,-13.7821,3.375e-05,0.00417277,0.0443724,1.51292,0.121608,60142,0.0904525,126.89,0.518764
182,0,0.0601286,-0.000738713,0.0590627,0.229622,0.0371039,0,0.558692,0,1.25247,0.16553,0,0.0704165,0.395828,3.61929,0.486303,0.0577212,0.850989,3.52863,0,0.220733,0,0,0,0,0.00143651,0.323377,0.958788,0.0583321,0.0609579,0.0615875,0.0071766,0.00469758,0.425537,0.0618806,11.0333,-3.10462,3.29244,0.89711,0.53606,-1.02604,-0.0792161,0.546069,-0.00576739,0,0,0.00417223,0.0149671,-0.000508292,-0.333333,-0.0233138,-0.000252494,-0.00505649,0.000955148,16.875,16.75,0,0,0,0,0,-13.7756,5.0625e-05,0.00242922,0.0413215,1.49024,0.122525,60953,0.0905102,125.6,0.658206
183,0,0.0600935,-0.000623858,0.0589532,0.230573,0.0402618,0,0.558987,0,1.25419,0.174884,0,0.072174,0.396596,3.62506,0.488325,0.0558858,0.846617,3.51506,0,0.22166,0,0,0,0,0.00144273,0.327739,0.958114,0.0590718,0.0609493,0.0615978,0.00834695,0.00584924,0.42518,0.0618906,11.0325,-3.1842,3.43667,0.895903,0.547276,-0.936594,-0.0841524,0.536558,-0.00587636,0,0,0.0037009,0.0133226,-0.000521894,-0.333333,-0.022903,-0.000250485,-0.0057079,0.000824222,15.7083,20.5833,0,0,0,0,0,-13.7678,1e-05,0.00200029,0.0520567,1.46972,0.12064,61812,0.0905397,127.29,0.722012
184,0,0.0602392,-0.000642035,0.0590331,0.230415,0.0390592,0,0.558289,0,1.2573,0.174907,0,0.0720974,0.392765,3.60941,0.485491,0.0554274,0.848747,3.51723,0,0.221559,0,0,0,0,0.00148438,0.325581,0.958928,0.0582089,0.061013,0.0617307,0.00774025,0.00525554,0.422102,0.061927,10.8753,-3.14806,3.40109,0.896699,0.551444,-0.938668,-0.0796857,0.53467,-0.00579601,0,0,0.00372975,0.0128624,-0.000503818,-0.333333,-0.0234643,-0.00025088,-0.00519371,0.000749062,18.2083,23,0,0,0,0,0,-13.7598,7.59375e-05,0.00250085,0.0470185,1.48428,0.119356,61300,0.0906281,127.24,0.77084
185,0,0.0601542,-0.000704084,0.0591033,0.229592,0.0381161,0,0.556534,0,1.24676,0.16813,0,0.0709555,0.396854,3.60917,0.485446,0.0562675,0.848706,3.5209,0,0.220599,0,0,0,0,0.00146567,0.322505,0.958906,0.0574489,0.061102,0.0616376,0.00717168,0.00467227,0.420784,0.0619848,10.9005,-3.02563,3.33169,0.897776,0.542689,-0.987729,-0.0753991,0.543697,-0.00558758,0,2.31132e-08,0.00379616,0.0135526,-0.000492179,-0.333333,-0.0228156,-0.000249873,-0.00555094,0.000820942,18.0417,20.4583,0,0,0,0,0,-13.7462,2.25e-05,0.00161559,0.0438525,1.47155,0.119502,61785,0.0906935,127.59,0.601265
186,0,0.0599418,-0.000697289,0.058879,0.228058,0.0389982,0,0.555375,0,1.25278,0.172613,0,0.0718626,0.399888,3.61666,0.486117,0.0583543,0.848505,3.5112,0,0.219158,0,0,0,0,0.00144988,0.327819,0.958302,0.0601464,0.0608052,0.0613865,0.00749876,0.00499988,0.423417,0.0617466,10.9428,-3.17154,3.41157,0.895297,0.543318,-1.01351,-0.0806376,0.535965,-0.00647559,0,2.75385e-07,0.00404738,0.0143391,-0.000510429,-0.333333,-0.0250038,-0.000249469,-0.00554049,0.000944337,17,19.5417,0,0,0,0,0,-13.7376,7.59375e-05,0.00119516,0.0408247,1.45284,0.123072,62379,0.0907656,128.56,0.624672
187,0,0.0598534,-0.000757599,0.0588556,0.228992,0.0391358,0,0.55661,0,1.24948,0.170829,0,0.0713634,0.396004,3.61731,0.486826,0.0578965,0.849893,3.52885,0,0.219994,0,0,0,0,0.00145124,0.322891,0.958715,0.0592411,0.0607794,0.0613222,0.00688499,0.00441544,0.426537,0.0616812,10.9774,-3.15414,3.34703,0.896886,0.5415,-1.02314,-0.074094,0.537541,-0.00600678,0,0,0.00405143,0.0145837,-0.000488479,-0.333333,-0.0247046,-0.000251594,-0.0057764,0.000971798,16.6667,17.2917,0,0,0,0,0,-13.7196,7.59375e-05,0.00264826,0.0439763,1.49203,0.123238,60859,0.0908987,126.54,0.73392
188,0,0.0600145,-0.000617146,0.0589079,0.229465,0.0395964,0,0.556933,0,1.25138,0.174034,0,0.0713212,0.397268,3.634,0.488376,0.0567456,0.84655,3.51072,0,0.220601,0,0,0,0,0.00143772,0.325114,0.957834,0.0604474,0.0608166,0.0614463,0.00781469,0.00534508,0.424486,0.061719,11.058,-3.15387,3.42801,0.895704,0.545597,-0.971855,-0.0776136,0.535648,-0.00576279,0,4.23539e-07,0.00391497,0.0142928,-0.000493264,-0.333333,-0.0233103,-0.000248481,-0.00617515,0.000946575,16.1667,20.9583,0,0,0,0,0,-13.704,1.5e-05,0.00244441,0.0473084,1.46763,0.124104,61759,0.0909594,126.84,0.552127
189,0,0.0602795,-0.000627997,0.0590742,0.231143,0.0381105,0,0.559221,0,1.25598,0.171581,0,0.0712943,0.390892,3.62072,0.486916,0.0553063,0.845465,3.50786,0,0.222108,0,0,0,0,0.00141852,0.322339,0.958354,0.0582501,0.0609904,0.061689,0.0076769,0.00515564,0.420259,0.0618927,10.9498,-3.16532,3.43503,0.895456,0.550888,-0.942001,-0.0751413,0.542199,-0.005603,0,0,0.00372005,0.0134214,-0.000488655,-0.333333,-0.0245907,-0.000250279,-0.00572392,0.000834232,17.25,21.2917,0,0,0,0,0,-13.6968,0.000113906,0.00139353,0.0456142,1.46769,0.126787,61652,0.0910311,126.67,0.554919
190,0,0.0602161,-0.000666969,0.0591568,0.229799,0.0382031,0,0.556979,0,1.24563,0.170077,0,0.0710395,0.394658,3.6182,0.486922,0.056068,0.848436,3.51591,0,0.22085,0,0,0,0,0.00136899,0.322927,0.958442,0.0575311,0.0610196,0.0616135,0.00704196,0.00457014,0.423502,0.0618644,10.9628,-3.04961,3.3391,0.89817,0.541486,-0.973231,-0.0771802,0.540525,-0.005922,0,0,0.00382703,0.0132853,-0.00049685,-0.333333,-0.0239361,-0.000247222,-0.00543337,0.000816677,18.3333,21.7083,0,0,0,0,0,-13.6852,5.0625e-05,0.00269409,0.0447108,1.46269,0.122563,62011,0.091093,126.74,0.628825
191,0,0.0601095,-0.000733962,0.059056,0.22864,0.0384312,0,0.555624,0,1.24825,0.171728,0,0.0716694,0.397591,3.61493,0.48774,0.0573221,0.848557,3.51339,0,0.219675,0,0,0,0,0.00150031,0.326222,0.958793,0.0573694,0.0610762,0.061604,0.00706737,0.00457383,0.424961,0.0619777,10.9175,-3.15191,3.39357,0.895739,0.54097,-0.997309,-0.0766882,0.537909,-0.00641219,0,0,0.00381379,0.0133441,-0.000488309,-0.333333,-0.0251726,-0.00024785,-0.00528457,0.000790292,16.2083,18.9583,0,0,0,0,0,-13.6777,0.000170859,0.00188908,0.0425335,1.49965,0.12337,60568,0.0911412,127.56,0.623308
192,0,0.0598654,-0.000705521,0.0588798,0.227855,0.0388699,0,0.553731,0,1.25385,0.171758,0,0.0717102,0.397711,3.63756,0.490046,0.0579744,0.845674,3.49917,0,0.218768,0,0,0,0,0.00137996,0.326755,0.957706,0.0598635,0.0608157,0.0613137,0.00719635,0.00473364,0.427677,0.0617044,10.9843,-3.20953,3.48295,0.893285,0.545239,-0.985475,-0.0716172,0.536677,-0.00703302,0,0,0.00386399,0.0141438,-0.000478173,-0.333333,-0.0269173,-0.000248388,-0.00549939,0.000935531,15.9583,19.2917,0,0,0,0.0416667,0,-13.6623,5.0625e-05,0.00357466,0.0427573,1.53852,0.122023,59199,0.0912551,127.81,0.623888
193,0,0.0600624,-0.000678137,0.0589828,0.230175,0.038995,0,0.557852,0,1.251,0.172431,0,0.0706903,0.39449,3.628,0.488473,0.0559706,0.84614,3.51606,0,0.221328,0,0,0,0,0.00150308,0.32445,0.958101,0.0588917,0.061014,0.0615945,0.00741944,0.00491997,0.425123,0.0619079,11.0871,-3.10831,3.38546,0.896098,0.543982,-0.964401,-0.0744942,0.536938,-0.00568531,0,0,0.00382792,0.0143033,-0.000489055,-0.333333,-0.022556,-0.000248736,-0.0058551,0.000908291,16.25,19.875,0,0,0,0,0,-13.6497,5.0625e-05,0.00310893,0.0440107,1.53394,0.123311,59317,0.0913324,126.14,0.66001
194,0,0.0599876,-0.000617081,0.0588658,0.230059,0.0395992,0,0.557823,0,1.24902,0.174307,0,0.0717409,0.394681,3.63225,0.488225,0.0566079,0.845851,3.4956,0,0.221189,0,0,0,0,0.00144554,0.328114,0.957785,0.0600303,0.0608251,0.0614505,0.00751396,0.00504137,0.42204,0.0617042,10.9974,-3.1869,3.4543,0.894697,0.543623,-0.973892,-0.0734123,0.534019,-0.00664216,0,0,0.00376573,0.0139345,-0.00049008,-0.333333,-0.0262427,-0.00025032,-0.00652385,0.000828274,16.1667,21.2083,0,0,0,0.0416667,0,-13.6376,5.0625e-05,0.00158393,0.0424791,1.51325,0.12181,60122,0.0914059,127.16,0.506786
195,0,0.0601782,-0.000654704,0.0590482,0.229714,0.0390916,0,0.557158,0,1.25516,0.17385,0,0.0718683,0.393389,3.62177,0.487734,0.0564117,0.84743,3.5057,0,0.220819,0,0,0,0,0.00148793,0.327244,0.958304,0.05682,0.0610937,0.0616936,0.00783087,0.00533052,0.42348,0.0620017,10.9541,-3.13479,3.41816,0.896549,0.548184,-0.973976,-0.073647,0.536613,-0.0062607,0,0,0.00381782,0.0131219,-0.000484578,-0.333333,-0.0259755,-0.000248509,-0.00636003,0.000774626,18.4167,22.7917,0,0,0,0,0,-13.6295,7.59375e-05,0.00197958,0.0406129,1.51804,0.124357,59854,0.091451,126.69,0.700467
196,0,0.0598859,-0.000727603,0.0589782,0.227834,0.0395916,0,0.553715,0,1.25296,0.173551,0,0.0713572,0.39653,3.62162,0.486772,0.0573323,0.84818,3.51579,0,0.218906,0,0,0,0,0.00137968,0.325191,0.958316,0.0590603,0.0608525,0.0612984,0.00732323,0.00481233,0.422526,0.0617927,10.8943,-3.15019,3.39234,0.894211,0.541562,-1.02004,-0.0764971,0.53305,-0.0058601,0,0,0.00395072,0.0144896,-0.00049243,-0.333333,-0.024307,-0.000249685,-0.00548084,0.000863249,15.9167,17.875,0,0,0,0,0,-13.6182,0.000113906,0.00160215,0.04138,1.45194,0.123245,62407,0.0915615,127.25,0.779239
197,0,0.0599495,-0.000758871,0.0590172,0.229403,0.03769,0,0.556469,0,1.24861,0.167531,0,0.0699131,0.395433,3.62541,0.488837,0.0567039,0.848164,3.51522,0,0.220305,0,0,0,0,0.00148943,0.321018,0.9583,0.0576157,0.0610324,0.0614496,0.00720831,0.00467775,0.424089,0.0619587,11.0608,-3.1075,3.34099,0.896115,0.539785,-1.00712,-0.0726705,0.543492,-0.00592461,0,0,0.00398757,0.0142636,-0.000478282,-0.333333,-0.0237283,-0.000247904,-0.00462032,0.000859576,17.2083,19.2917,0,0,0,0,0,-13.6018,0.000113906,0.00213682,0.038862,1.46291,0.117751,62191,0.0916474,126.75,0.72437
198,0,0.0601584,-0.00065985,0.0591106,0.229565,0.0390676,0,0.554965,0,1.24429,0.172796,0,0.0715514,0.39426,3.62762,0.48718,0.0548405,0.847672,3.51206,0,0.220552,0,0,0,0,0.00144781,0.324559,0.958123,0.0578775,0.0610696,0.0615768,0.00767971,0.00518505,0.422827,0.0620048,11.0085,-3.13166,3.39694,0.895702,0.542735,-0.945352,-0.0740024,0.537643,-0.00569854,0,0,0.00386414,0.0133418,-0.000487263,-0.333333,-0.0234268,-0.000245902,-0.00493917,0.000772453,16.5833,19.9167,0,0,0,0,0,-13.5904,2.25e-05,0.00389331,0.0437347,1.47509,0.118527,61686,0.0917017,127.09,0.764615
199,0,0.0603558,-0.000683495,0.0592454,0.231393,0.0375801,0,0.558937,0,1.24227,0.169475,0,0.0702442,0.391006,3.61448,0.487926,0.0544818,0.847152,3.50477,0,0.222365,0,0,0,0,0.00147659,0.32297,0.958394,0.0558605,0.0611824,0.0618112,0.00726274,0.00476187,0.424531,0.0620529,11.0524,-3.05606,3.32979,0.899179,0.538119,-0.957617,-0.0734453,0.543686,-0.00564707,0,0,0.00389359,0.0135938,-0.000487212,-0.333333,-0.0223647,-0.000245721,-0.00528782,0.000816179,16.8333,21.0417,0,0,0,0,0,-13.5859,3.375e-05,0.00289179,0.0421967,1.44703,0.123268,62602,0.0917338,126.77,0.729988
200,0,0.0602082,-0.000741981,0.0591849,0.230121,0.037971,0,0.556016,0,1.23652,0.171657,0,0.0704431,0.393368,3.61155,0.487522,0.0548401,0.847613,3.5222,0,0.220961,0,0,0,0,0.00149872,0.322792,0.958291,0.0570592,0.0611458,0.0616769,0.00699738,0.00451258,0.424012,0.0620032,11.1146,-2.94923,3.27974,0.899768,0.536915,-0.961226,-0.0705348,0.537064,-0.00575081,0,0,0.00379474,0.0136381,-0.000475301,-0.333333,-0.0229739,-0.000245542,-0.00493426,0.000851604,17.7917,21.625,0,0,0,0,0,-13.5785,7.59375e-05,0.00197619,0.0400669,1.50682,0.12135,60377,0.0917962,126.17,0.702229
201,0,0.0598464,-0.00073697,0.0589083,0.22797,0.0387278,0,0.553135,0,1.23941,0.171416,0,0.0711742,0.398894,3.6289,0.489717,0.0571686,0.848346,3.5027,0,0.218751,0,0,0,0,0.00140242,0.324473,0.958386,0.0587185,0.060827,0.0612457,0.00743234,0.00494142,0.428058,0.0618007,10.9733,-3.18807,3.3694,0.896444,0.538095,-1.00144,-0.0718078,0.534282,-0.0061894,0,0,0.00394201,0.0140535,-0.000478953,-0.333333,-0.0257984,-0.000245852,-0.00560729,0.000848128,16.8333,18.875,0,0,0,0,0,-13.5667,0.000113906,0.00269798,0.0389403,1.52263,0.123357,59723,0.0918813,126.46,0.579318
202,0,0.0597786,-0.000740155,0.0589141,0.229461,0.0380344,0,0.555739,0,1.23018,0.170493,0,0.0699879,0.39733,3.62476,0.490068,0.0559233,0.84665,3.50884,0,0.220294,0,0,0,0,0.00139046,0.321044,0.957885,0.0585632,0.0608066,0.0611586,0.0069969,0.00449385,0.428517,0.0617575,11.1422,-3.12133,3.31331,0.896999,0.542221,-0.996899,-0.0665557,0.539661,-0.0055055,0,0,0.0040559,0.0152095,-0.00046175,-0.333333,-0.0236994,-0.000244138,-0.00471576,0.000898349,16.9167,19.2917,0,0,0,0,0,-13.5553,0.000113906,0.00212506,0.0393008,1.49529,0.122837,60751,0.0919623,126.57,0.666186
203,0,0.0601518,-0.000727457,0.0591552,0.228579,0.0394413,0,0.553174,0,1.23187,0.175655,0,0.0711226,0.396405,3.6258,0.488813,0.055634,0.847563,3.50807,0,0.219596,0,0,0,0,0.00147322,0.325747,0.958399,0.0574565,0.0611651,0.0616478,0.00685462,0.00439797,0.423452,0.0620503,11.0551,-3.007,3.32281,0.897885,0.539068,-0.973624,-0.0693755,0.530645,-0.00619115,0,0,0.00380414,0.0133239,-0.000469639,-0.333333,-0.0240689,-0.000244494,-0.00546813,0.000799415,16.4167,18.875,0,0,0,0,0,-13.5284,7.59375e-05,0.0035477,0.0421525,1.49843,0.121731,60675,0.0921997,126.78,0.714878
204,0,0.060265,-0.000711849,0.0591898,0.229863,0.0383051,0,0.555257,0,1.23252,0.172106,0,0.0695823,0.393958,3.61964,0.487442,0.0546576,0.849234,3.51667,0,0.220827,0,0,0,0,0.00145321,0.324437,0.958061,0.0568421,0.0611168,0.0616827,0.00731499,0.00481054,0.423574,0.0619993,11.1351,-3.01586,3.3081,0.898733,0.536341,-0.963512,-0.0745464,0.537383,-0.00584386,0,0,0.00383012,0.0136913,-0.000485957,-0.333333,-0.0229259,-0.000243535,-0.00571196,0.000856444,17.2083,21.25,0,0,0,0.0416667,0,-13.5074,2.25e-05,0.00202289,0.0431185,1.4677,0.119482,61936,0.0922462,126.81,0.635915
205,0,0.0602853,-0.000724848,0.059222,0.23052,0.0387891,0,0.556153,0,1.23423,0.172028,0,0.0715002,0.392197,3.59365,0.484098,0.0539804,0.850228,3.53569,0,0.221418,0,0,0,0,0.00151078,0.32694,0.958282,0.0552608,0.0612128,0.0617917,0.00807862,0.0055677,0.421893,0.0621331,11.1038,-2.98004,3.32659,0.899301,0.540067,-0.948606,-0.0765667,0.535189,-0.00577373,0,0,0.00360197,0.0133272,-0.000491723,-0.333333,-0.0225716,-0.000245981,-0.00483979,0.000768241,16.8333,21.375,0,0,0,0,0,-13.5034,1e-05,0.00079684,0.0436799,1.46168,0.119554,62168,0.0922698,126.67,0.586419
206,0,0.060101,-0.000746648,0.0591162,0.227672,0.0382471,0,0.551378,0,1.22724,0.171649,0,0.0697468,0.400517,3.63299,0.489337,0.0562302,0.849585,3.51222,0,0.218528,0,0,0,0,0.00140652,0.325112,0.958274,0.0580528,0.0610226,0.0614898,0.00719004,0.00476198,0.425868,0.0619371,11.0748,-3.03967,3.31199,0.897964,0.535577,-0.992761,-0.0706427,0.536856,-0.00626068,0,5.2087e-09,0.00408536,0.0144482,-0.000477871,-0.333333,-0.0241514,-0.000243183,-0.00552831,0.000966693,17,20.4167,0,0,0,0,0,-13.4955,7.59375e-05,0.00115535,0.0433018,1.47126,0.120265,61767,0.0923625,126.89,0.687849
207,0,0.0599793,-0.000776102,0.0590187,0.229203,0.0396489,0,0.553059,0,1.22555,0.174303,0,0.0708898,0.396791,3.61454,0.487027,0.0537792,0.852543,3.52975,0,0.220191,0,0,0,0,0.00151767,0.32465,0.958612,0.0562772,0.0610769,0.0614891,0.00798638,0.00546909,0.424214,0.0620779,11.0876,-2.99801,3.26887,0.899692,0.531036,-0.953219,-0.0722741,0.530639,-0.00533429,0,0,0.00389524,0.0139248,-0.000480257,-0.333333,-0.0216257,-0.000240132,-0.00492177,0.000764209,17.25,19.625,0,0,0,0,0,-13.4827,7.59375e-05,0.00288509,0.0423321,1.45081,0.119001,62621,0.0924135,125.82,0.790269
208,0,0.0600844,-0.000733452,0.0591161,0.228748,0.0388121,0,0.552688,0,1.23983,0.172119,0,0.0706236,0.393128,3.62442,0.488482,0.0548834,0.848889,3.51621,0,0.219585,0,0,0,0,0.00150332,0.324722,0.957979,0.0570408,0.0611207,0.0615992,0.00771786,0.00519408,0.422414,0.0620853,11.0235,-3.12104,3.38763,0.895419,0.53917,-0.970557,-0.0711977,0.534447,-0.00568922,0,0,0.00381714,0.0135781,-0.00047809,-0.333333,-0.0252321,-0.000244416,-0.00474928,0.000792353,16,20,0,0,0,0,0,-13.4708,0.000113906,0.00312774,0.0417122,1.45368,0.11901,62506,0.0925292,126.92,0.663251
209,0,0.0601545,-0.000680496,0.0591346,0.230257,0.0385265,0,0.555833,0,1.2324,0.17356,0,0.0701096,0.391927,3.63482,0.489554,0.0541554,0.84756,3.51128,0,0.221221,0,0,0,0,0.00142496,0.325049,0.957791,0.0579146,0.0610474,0.061594,0.00695668,0.00449834,0.42243,0.0619289,11.1629,-3.03711,3.35533,0.897984,0.540939,-0.94663,-0.0674999,0.536575,-0.00540868,0,0,0.00382114,0.0140683,-0.000468435,-0.333333,-0.0215053,-0.000243484,-0.00538957,0.000881797,17.375,20.875,0,0,0,0,0,-13.4574,2.25e-05,0.00420775,0.0393959,1.4604,0.118693,62253,0.0925816,126.8,0.906686
210,0,0.0601993,-0.000756224,0.0592868,0.230165,0.0375962,0,0.554201,0,1.22549,0.170534,0,0.069366,0.392813,3.61771,0.488571,0.0528923,0.850256,3.5213,0,0.221014,0,0,0,0,0.00147248,0.319234,0.958523,0.0542718,0.0612355,0.0616723,0.00698549,0.00451419,0.427402,0.0621238,11.1817,-2.94986,3.22383,0.9014,0.531945,-0.956319,-0.0637988,0.537937,-0.00478326,0,0,0.003879,0.0136955,-0.000461608,-0.333333,-0.0205592,-0.000241059,-0.00463873,0.00079643,18.7917,19.5,0,0,0,0,0,-13.4447,0.000113906,0.00190398,0.0376534,1.45308,0.118698,62543,0.0927525,125.71,0.859298
211,0,0.0599329,-0.000764255,0.0590232,0.228526,0.0394511,0,0.552717,0,1.22906,0.174572,0,0.0709312,0.39901,3.62793,0.488661,0.0555646,0.851111,3.51819,0,0.219294,0,0,0,0,0.00146263,0.324822,0.958154,0.0577426,0.0609819,0.0613765,0.00766446,0.00514798,0.424391,0.061965,11.1238,-3.04432,3.31594,0.898469,0.535935,-0.98075,-0.0672209,0.532301,-0.0059055,0,0,0.0040514,0.0141161,-0.000465294,-0.333333,-0.0222722,-0.000242502,-0.00506543,0.000865118,17.7083,20.1667,0,0,0,0.0416667,0,-13.419,0.000113906,0.00300648,0.0370502,1.4673,0.122733,61825,0.0928647,127.46,0.731322
212,0,0.060128,-0.000745012,0.0591496,0.229189,0.0375607,0,0.554061,0,1.2264,0.169799,0,0.0691647,0.397628,3.62456,0.489153,0.0547815,0.849554,3.51436,0,0.220148,0,0,0,0,0.00141973,0.323322,0.958422,0.0560262,0.0610891,0.061565,0.00710406,0.00464492,0.422673,0.062034,11.0067,-3.06545,3.33075,0.89809,0.536339,-0.974981,-0.0677904,0.540178,-0.00567145,0,0,0.00405397,0.0145993,-0.000461406,-0.333333,-0.0212722,-0.000240275,-0.00468569,0.000898707,17.3333,19.0833,0,0,0,0,0,-13.3989,5.0625e-05,0.00235686,0.0373177,1.47968,0.120471,61434,0.0930109,126.66,0.744273
213,0,0.0600135,-0.000761901,0.0591165,0.229572,0.0375125,0,0.554462,0,1.22414,0.168685,0,0.0695088,0.397253,3.62548,0.490672,0.0550246,0.847316,3.49788,0,0.220316,0,0,0,0,0.00143871,0.322475,0.958143,0.0567887,0.0610607,0.0614778,0.0072001,0.00472532,0.426058,0.0620186,11.1244,-3.06503,3.30379,0.898153,0.532671,-0.990162,-0.0640229,0.541066,-0.00564719,0,2.08403e-11,0.00393711,0.0141439,-0.00045525,-0.333333,-0.0230451,-0.000240498,-0.00461059,0.000892605,18.125,19.8333,0,0,0,0,0,-13.3845,0.000113906,0.00232154,0.0385151,1.47277,0.118583,61773,0.0930924,125.84,0.570615
